,MapID,YouTubeID,HTML,YouTubeTitle,Date,time,PD,BlogTitle,BlogID,Mode,Title,Artist,Difficulty,Mods,Beatmap by,SiteURL,YouTubeURL,BlogURL
Yes,736213,Ymoiu47IuYE,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FYmoiu47IuYE'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/Ymoiu47IuYE' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Highscore</p>
<p>Artist : Panda Eyes & Teminite</p>
<p>Beatmap by : Fort</p>
<p><a href='https://osu.ppy.sh/b/736213' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=736213&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Another</p>
<p>Mods : None</p>",[osu!] Panda Eyes & Teminite - Highscore [Another],,,,Panda Eyes & Teminite - Highscore [Another],132150348178,osu!,Highscore,Panda Eyes & Teminite,Another,None,Fort,http://osu.ppy.sh/b/736213,https://youtu.be/Ymoiu47IuYE,http://osu.ppn.pw/post/132150348178
Yes,171256,I3tjaCuG6MQ,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FI3tjaCuG6MQ'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/I3tjaCuG6MQ' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : boot</p>
<p>Artist : paraoka</p>
<p>Beatmap by : Laurier</p>
<p><a href='https://osu.ppy.sh/b/171256' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=171256&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : 0108</p>
<p>Mods : None</p>",[osu!] paraoka - boot [0108],,,,paraoka - boot [0108],132150466638,osu!,boot,paraoka,0108,None,Laurier,http://osu.ppy.sh/b/171256,https://youtu.be/I3tjaCuG6MQ,http://osu.ppn.pw/post/132150466638
Yes,542249,MPiFLbHpBrw,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FMPiFLbHpBrw'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/MPiFLbHpBrw' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Daydream cafe(you Remix)</p>
<p>Artist : Petit Rabbit's</p>
<p>Beatmap by : M o k o r i</p>
<p><a href='https://osu.ppy.sh/b/542249' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=542249&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : ExtRabbit's</p>
<p>Mods : None</p>",[osu!] Petit Rabbit's - Daydream cafe(you Remix) [ExtRabbit's],,,,Petit Rabbit's - Daydream cafe(you Remix) [ExtRabbit's],132150659573,osu!,Daydream cafe(you Remix),Petit Rabbit's,ExtRabbit's,None,M o k o r i,http://osu.ppy.sh/b/542249,https://youtu.be/MPiFLbHpBrw,http://osu.ppn.pw/post/132150659573
Yes,722596,yHeuoZPKtfE,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FyHeuoZPKtfE'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/yHeuoZPKtfE' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : os-Uchuujin(Asterisk Makina Remix)</p>
<p>Artist : Erio o Kamattechan</p>
<p>Beatmap by : handsome</p>
<p><a href='https://osu.ppy.sh/b/722596' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=722596&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Mattress Actress</p>
<p>Mods : None</p>",[osu!] Erio o Kamattechan - os-Uchuujin(Asterisk Makina Remix) [Mattress Actress],,,,Erio o Kamattechan - os-Uchuujin(Asterisk Makina Remix) [Mattress Actress],132150853928,osu!,os-Uchuujin(Asterisk Makina Remix),Erio o Kamattechan,Mattress Actress,None,handsome,http://osu.ppy.sh/b/722596,https://youtu.be/yHeuoZPKtfE,http://osu.ppn.pw/post/132150853928
Yes,202799,m4EivLTEMu4,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fm4EivLTEMu4'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/m4EivLTEMu4' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Kick-ass Kung-fu Carnival</p>
<p>Artist : t+pazolite</p>
<p>Beatmap by : Zapy</p>
<p><a href='https://osu.ppy.sh/b/202799' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=202799&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Apocalypse</p>
<p>Mods : None</p>",[osu!] t+pazolite - Kick-ass Kung-fu Carnival [Apocalypse],,,,t+pazolite - Kick-ass Kung-fu Carnival [Apocalypse],132151120083,osu!,Kick-ass Kung-fu Carnival,t+pazolite,Apocalypse,None,Zapy,http://osu.ppy.sh/b/202799,https://youtu.be/m4EivLTEMu4,http://osu.ppn.pw/post/132151120083
Yes,533622,LTk903woaqc,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FLTk903woaqc'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/LTk903woaqc' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Dopamine</p>
<p>Artist : U1 overground</p>
<p>Beatmap by : fanzhen0019</p>
<p><a href='https://osu.ppy.sh/b/533622' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=533622&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Kotori's EXTREME</p>
<p>Mods : None</p>",[osu!] U1 overground - Dopamine [Kotori's EXTREME],,,,U1 overground - Dopamine [Kotori's EXTREME],132406744453,osu!,Dopamine,U1 overground,Kotori's EXTREME,None,fanzhen0019,http://osu.ppy.sh/b/533622,https://youtu.be/LTk903woaqc,http://osu.ppn.pw/post/132406744453
Yes,173196,LC_n0o_2Vqo,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FLC_n0o_2Vqo'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/LC_n0o_2Vqo' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Over my head</p>
<p>Artist : yambabom</p>
<p>Beatmap by : Zapy</p>
<p><a href='https://osu.ppy.sh/b/173196' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=173196&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane AR10</p>
<p>Mods : None</p>",[osu!] yambabom - Over my head [Insane AR10],,,,yambabom - Over my head [Insane AR10],132406830148,osu!,Over my head,yambabom,Insane AR10,None,Zapy,http://osu.ppy.sh/b/173196,https://youtu.be/LC_n0o_2Vqo,http://osu.ppn.pw/post/132406830148
Yes,451528,_sgkHM9YWww,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F_sgkHM9YWww'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/_sgkHM9YWww' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Ame to Asphalt</p>
<p>Artist : 40mP feat.yuikonnu</p>
<p>Beatmap by : captin1</p>
<p><a href='https://osu.ppy.sh/b/451528' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=451528&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] 40mP feat.yuikonnu - Ame to Asphalt [Insane],,,,40mP feat.yuikonnu - Ame to Asphalt [Insane],132406996713,osu!,Ame to Asphalt,40mP feat.yuikonnu,Insane,None,captin1,http://osu.ppy.sh/b/451528,https://youtu.be/_sgkHM9YWww,http://osu.ppn.pw/post/132406996713
Yes,778097,gp3_n2rTwu0,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fgp3_n2rTwu0'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/gp3_n2rTwu0' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : NEVERLAND</p>
<p>Artist : APG550</p>
<p>Beatmap by : Natsu</p>
<p><a href='https://osu.ppy.sh/b/778097' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=778097&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] APG550 - NEVERLAND [Insane],,,,APG550 - NEVERLAND [Insane],132407182693,osu!,NEVERLAND,APG550,Insane,None,Natsu,http://osu.ppy.sh/b/778097,https://youtu.be/gp3_n2rTwu0,http://osu.ppn.pw/post/132407182693
Yes,178448,lI1dE63vEew,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FlI1dE63vEew'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/lI1dE63vEew' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Lapfoxed Forever</p>
<p>Artist : Lapfox Trax feat. guilhox</p>
<p>Beatmap by : Blue Dragon</p>
<p><a href='https://osu.ppy.sh/b/178448' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=178448&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Lapfox Trax feat. guilhox - Lapfoxed Forever [Insane],,,,Lapfox Trax feat. guilhox - Lapfoxed Forever [Insane],132737663708,osu!,Lapfoxed Forever,Lapfox Trax feat. guilhox,Insane,None,Blue Dragon,http://osu.ppy.sh/b/178448,https://youtu.be/lI1dE63vEew,http://osu.ppn.pw/post/132737663708
Yes,529358,_UnmjyivDEo,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F_UnmjyivDEo'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/_UnmjyivDEo' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Aragami</p>
<p>Artist : xi</p>
<p>Beatmap by : Sayaka-</p>
<p><a href='https://osu.ppy.sh/b/529358' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=529358&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Another</p>
<p>Mods : None</p>",[osu!] xi - Aragami [Another],,,,xi - Aragami [Another],132737997258,osu!,Aragami,xi,Another,None,Sayaka-,http://osu.ppy.sh/b/529358,https://youtu.be/_UnmjyivDEo,http://osu.ppn.pw/post/132737997258
Yes,422762,jBsVfKIOuOw,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FjBsVfKIOuOw'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/jBsVfKIOuOw' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : BIRTH</p>
<p>Artist : airportexpress feat.Itsuneko</p>
<p>Beatmap by : Chloe</p>
<p><a href='https://osu.ppy.sh/b/422762' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=422762&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] airportexpress feat.Itsuneko - BIRTH [Insane],,,,airportexpress feat.Itsuneko - BIRTH [Insane],132768504314,osu!,BIRTH,airportexpress feat.Itsuneko,Insane,None,Chloe,http://osu.ppy.sh/b/422762,https://youtu.be/jBsVfKIOuOw,http://osu.ppn.pw/post/132768504314
Yes,643781,F-Sr0Qx3ak8,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FF-Sr0Qx3ak8'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/F-Sr0Qx3ak8' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : MIIRO</p>
<p>Artist : AKINO from bless4</p>
<p>Beatmap by : xChippy</p>
<p><a href='https://osu.ppy.sh/b/643781' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=643781&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Nyquilfj's Insane</p>
<p>Mods : None</p>",[osu!] AKINO from bless4 - MIIRO [Nyquilfj's Insane],,,,AKINO from bless4 - MIIRO [Nyquilfj's Insane],132784130771,osu!,MIIRO,AKINO from bless4,Nyquilfj's Insane,None,xChippy,http://osu.ppy.sh/b/643781,https://youtu.be/F-Sr0Qx3ak8,http://osu.ppn.pw/post/132784130771
Yes,339959,k4OqhXgeKB0,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fk4OqhXgeKB0'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/k4OqhXgeKB0' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Be Back ON!</p>
<p>Artist : ALiCE'S EMOTiON</p>
<p>Beatmap by : sjoy</p>
<p><a href='https://osu.ppy.sh/b/339959' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=339959&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Lunatic</p>
<p>Mods : None</p>",[osu!] ALiCE'S EMOTiON - Be Back ON! [Lunatic],,,,ALiCE'S EMOTiON - Be Back ON! [Lunatic],132841892988,osu!,Be Back ON!,ALiCE'S EMOTiON,Lunatic,None,sjoy,http://osu.ppy.sh/b/339959,https://youtu.be/k4OqhXgeKB0,http://osu.ppn.pw/post/132841892988
Yes,318142,VLzQahhDFEY,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FVLzQahhDFEY'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/VLzQahhDFEY' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : World Domination How-To</p>
<p>Artist : Neru</p>
<p>Beatmap by : Chewin</p>
<p><a href='https://osu.ppy.sh/b/318142' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=318142&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Neru - World Domination How-To [Insane],,,,Neru - World Domination How-To [Insane],132858619363,osu!,World Domination How-To,Neru,Insane,None,Chewin,http://osu.ppy.sh/b/318142,https://youtu.be/VLzQahhDFEY,http://osu.ppn.pw/post/132858619363
Yes,114716,FX8bIYhsh-k,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FFX8bIYhsh-k'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/FX8bIYhsh-k' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Frightfully-insane Flan-chan's frightful song</p>
<p>Artist : Nanahira</p>
<p>Beatmap by : Sherry</p>
<p><a href='https://osu.ppy.sh/b/114716' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=114716&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Nanahira - Frightfully-insane Flan-chan's frightful song [Insane],,,,Nanahira - Frightfully-insane Flan-chan's frightful song [Insane],132909331700,osu!,Frightfully-insane Flan-chan's frightful song,Nanahira,Insane,None,Sherry,http://osu.ppy.sh/b/114716,https://youtu.be/FX8bIYhsh-k,http://osu.ppn.pw/post/132909331700
Yes,292592,ybursj4b9Yk,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fybursj4b9Yk'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/ybursj4b9Yk' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Colorful precious life</p>
<p>Artist : solfa feat. Chata</p>
<p>Beatmap by : Natsu</p>
<p><a href='https://osu.ppy.sh/b/292592' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=292592&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] solfa feat. Chata - Colorful precious life [Insane],,,,solfa feat. Chata - Colorful precious life [Insane],132925226740,osu!,Colorful precious life,solfa feat. Chata,Insane,None,Natsu,http://osu.ppy.sh/b/292592,https://youtu.be/ybursj4b9Yk,http://osu.ppn.pw/post/132925226740
Yes,290581,ZX41VgWmkkA,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FZX41VgWmkkA'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/ZX41VgWmkkA' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Diamond</p>
<p>Artist : Toyosaki Aki</p>
<p>Beatmap by : Fycho</p>
<p><a href='https://osu.ppy.sh/b/290581' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=290581&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Toyosaki Aki - Diamond [Insane],,,,Toyosaki Aki - Diamond [Insane],132974048418,osu!,Diamond,Toyosaki Aki,Insane,None,Fycho,http://osu.ppy.sh/b/290581,https://youtu.be/ZX41VgWmkkA,http://osu.ppn.pw/post/132974048418
Yes,173015,xJT5hlmbdi0,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FxJT5hlmbdi0'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/xJT5hlmbdi0' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Paintings? Oh, yeah.</p>
<p>Artist : 96Neko</p>
<p>Beatmap by : Charles445</p>
<p><a href='https://osu.ppy.sh/b/173015' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=173015&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>","[osu!] 96Neko - Paintings? Oh, yeah. [Insane]",,,,"96Neko - Paintings? Oh, yeah. [Insane]",132990123059,osu!,"Paintings? Oh, yeah.",96Neko,Insane,None,Charles445,http://osu.ppy.sh/b/173015,https://youtu.be/xJT5hlmbdi0,http://osu.ppn.pw/post/132990123059
Yes,744444,Hz62xhUOAzQ,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FHz62xhUOAzQ'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/Hz62xhUOAzQ' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Dark Flight Dreamer</p>
<p>Artist : ALiCE'S EMOTiON</p>
<p>Beatmap by : Natsu</p>
<p><a href='https://osu.ppy.sh/b/744444' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=744444&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] ALiCE'S EMOTiON - Dark Flight Dreamer [Insane],,,,ALiCE'S EMOTiON - Dark Flight Dreamer [Insane],133040639886,osu!,Dark Flight Dreamer,ALiCE'S EMOTiON,Insane,None,Natsu,http://osu.ppy.sh/b/744444,https://youtu.be/Hz62xhUOAzQ,http://osu.ppn.pw/post/133040639886
Yes,308991,J98YACQvuag,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FJ98YACQvuag'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/J98YACQvuag' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Adularescence</p>
<p>Artist : 8284 vs wa.</p>
<p>Beatmap by : Cherry Blossom</p>
<p><a href='https://osu.ppy.sh/b/308991' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=308991&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Another</p>
<p>Mods : None</p>",[osu!] 8284 vs wa. - Adularescence [Another],,,,8284 vs wa. - Adularescence [Another],133056175238,osu!,Adularescence,8284 vs wa.,Another,None,Cherry Blossom,http://osu.ppy.sh/b/308991,https://youtu.be/J98YACQvuag,http://osu.ppn.pw/post/133056175238
Yes,258335,9C2oIDiUlJM,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F9C2oIDiUlJM'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/9C2oIDiUlJM' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Encryption</p>
<p>Artist : An</p>
<p>Beatmap by : HelloSCV</p>
<p><a href='https://osu.ppy.sh/b/258335' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=258335&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Another</p>
<p>Mods : None</p>",[osu!] An - Encryption [Another],,,,An - Encryption [Another],133085141473,osu!,Encryption,An,Another,None,HelloSCV,http://osu.ppy.sh/b/258335,https://youtu.be/9C2oIDiUlJM,http://osu.ppn.pw/post/133085141473
Yes,231257,kRmOUGxVT3I,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FkRmOUGxVT3I'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/kRmOUGxVT3I' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Light up My Love</p>
<p>Artist : ani feat. moco</p>
<p>Beatmap by : popner</p>
<p><a href='https://osu.ppy.sh/b/231257' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=231257&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Another</p>
<p>Mods : None</p>",[osu!] ani feat. moco - Light up My Love [Another],,,,ani feat. moco - Light up My Love [Another],133085260243,osu!,Light up My Love,ani feat. moco,Another,None,popner,http://osu.ppy.sh/b/231257,https://youtu.be/kRmOUGxVT3I,http://osu.ppn.pw/post/133085260243
Yes,471829,zzQpjEX-Gek,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FzzQpjEX-Gek'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/zzQpjEX-Gek' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Skybound</p>
<p>Artist : Assertive</p>
<p>Beatmap by : AlpacaCokelat</p>
<p><a href='https://osu.ppy.sh/b/471829' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=471829&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Assertive - Skybound [Insane],,,,Assertive - Skybound [Insane],133085367303,osu!,Skybound,Assertive,Insane,None,AlpacaCokelat,http://osu.ppy.sh/b/471829,https://youtu.be/zzQpjEX-Gek,http://osu.ppn.pw/post/133085367303
Yes,230523,WNxTQsMv0xE,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FWNxTQsMv0xE'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/WNxTQsMv0xE' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Airplanes (Feint Remix)</p>
<p>Artist : B.o.B feat. Hayley Williams</p>
<p>Beatmap by : Snepif</p>
<p><a href='https://osu.ppy.sh/b/230523' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=230523&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Shooting Stars</p>
<p>Mods : None</p>",[osu!] B.o.B feat. Hayley Williams - Airplanes (Feint Remix) [Shooting Stars],,,,B.o.B feat. Hayley Williams - Airplanes (Feint Remix) [Shooting Stars],133085477638,osu!,Airplanes (Feint Remix),B.o.B feat. Hayley Williams,Shooting Stars,None,Snepif,http://osu.ppy.sh/b/230523,https://youtu.be/WNxTQsMv0xE,http://osu.ppn.pw/post/133085477638
Yes,135804,5OawKM9IBlI,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F5OawKM9IBlI'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/5OawKM9IBlI' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Koisuru Otome</p>
<p>Artist : Chata</p>
<p>Beatmap by : Star Stream</p>
<p><a href='https://osu.ppy.sh/b/135804' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=135804&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : BinJip</p>
<p>Mods : None</p>",[osu!] Chata - Koisuru Otome [BinJip],,,,Chata - Koisuru Otome [BinJip],133085705328,osu!,Koisuru Otome,Chata,BinJip,None,Star Stream,http://osu.ppy.sh/b/135804,https://youtu.be/5OawKM9IBlI,http://osu.ppn.pw/post/133085705328
